age_group,gender,role_in_household,household_size,household_head_education,primary_income,main_drinking_water,distance_to_water_source,litres_per_person_per_day,bathing_frequency,weekly_water_cost,equitable_access,household_shortage_frequency,household_shortage_seriousness,shortage_reason,school_affiliation,school_role,school_type,school_ownership,school_student_population,school_staff_population,school_has_potable_water,school_water_source,school_monthly_water_cost,school_hours_water_available,school_equitable_access,school_water_challenges,school_drinking_frequency,school_has_handwashing_facilities,school_handwashing_frequency,school_sleep_without_bathing,school_sleep_without_bathing_frequency,health_affiliation,health_facility_typehealth_facility_type,health_facility_ownership,health_daily_patients,health_staff_count,health_water_source,health_water_reliability,health_monthly_water_cost,health_shortage_frequency,health_shortage_coping,health_service_disruptions,health_services_affected,health_toilet_closures,health_sanitation_management,health_handwashing_impact,health_hygiene_problems,health_sanitation_difficulty,community_water_challenges,community_water_suggestions,additional_information,litres_per_person_per_day_num,household_shortage_frequency_num,shortage_reason_list,distance_to_water_source_numeric,weekly_water_cost_ssp,weekly_water_cost_usd,school_monthly_water_cost_ssp,school_monthly_water_cost_usd,health_monthly_water_cost_ssp,health_monthly_water_cost_usd,school_has_potable_water_numeric,school_has_potable_water_clean,school_hours_water_available_numeric,school_handwashing_frequency_numeric,school_sleep_without_bathing_numeric,school_sleep_without_bathing_frequency_numeric,health_water_reliability_numeric,health_service_disruptions_numeric,health_shortage_frequency_numeric,health_toilet_closures_numeric,health_handwashing_impact_numeric,health_hygiene_problems_numeric,health_sanitation_difficulty_numeric,high_cost,shortage,quality,access,infrastructure,pipes,boreholes,treatment,more_taps,education,additional_high_cost,additional_shortage,additional_quality,additional_access,additional_infrastructure,additional_pipes,additional_boreholes,additional_treatment,additional_more_taps,additional_education,high_cost.1,shortage.1,quality.1,access.1,infrastructure.1,pipes.1,boreholes.1,treatment.1,more_taps.1,education.1,additional_high_cost.1,additional_shortage.1,additional_quality.1,additional_access.1,additional_infrastructure.1,additional_pipes.1,additional_boreholes.1,additional_treatment.1,additional_more_taps.1,additional_education.1,cluster_kmeans,cluster_agg,cluster_dbscan
18-24,Female,Spouse,8,Secondary School,Business,Water Tank,500m-1km,more than 120,Twice per day,50.0,1.0,3,2.0,High cost of water,Yes,Student,Secondary,Private,"500-1,000",Less than 50,1,Water tank,200.0,More than 12 hours,Yes,Water is expensive,More than 3 times,1,More than 3 times,Yes,Rarely (once in a while),No,,,,,,,250000.0,,,,,,,,,Not Applicable,Poor quality of water ,Development of water sources.,"Improvement of water treatment.
",130.0,3,['High cost of water'],500.0,50.0,0.0111111111111111,200.0,0.0444444444444444,250000.0,55.55555555555556,,1,12.0,4.0,1.0,1.0,,,,,,,not applicable,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1
55-59,Male,Head of household,10,Tertiary school,Salaried job,Water Tank,More than 1km,30 - 70,Twice per day,100000.0,0.0,2,1.0,Poor water quality,Yes,Student,University/College,Community-based,"More than 2,000",101-200,1,Water tank,10000000.0,More than 12 hours,Maybe,Poor water quality,2-3 times,none,Once,Yes,A few times per week,No,,,,,,,250000.0,,,,,,,,,Not Applicable,Yes,Fresh water body is running through the town . What is required is creating water infrastructure across the town to have pipe at ever building.,Establishing urban water body that will be in charge of water management ,50.0,2,['Poor water quality'],1020.0,100000.0,22.222222222222225,10000000.0,2222.222222222222,250000.0,55.55555555555556,,1,12.0,1.0,1.0,4.0,,,,,,,not applicable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
35-44,Male,Relative,11,No formal education,Business,Water Tank,More than 1km,30 - 70,Twice per day,50000.0,1.0,1,2.0,Limited daily supply,Yes,Student,University/College,Public,Less than 500,More than 200,0,Borehole / Well,2000000.0,2-6 hours,No,"Water is expensive, Poor water quality",2-3 times,0,Once,Yes,A few times per week,No,,,,,,,250000.0,,,,,,,,,Not Applicable,"Lack of  clean treated water
Expensive bottle water
Unsafe containers ",Treated piped water should be available to all households ,Waste some time deposited in to hear by water body ,50.0,1,['Limited daily supply'],1020.0,50000.0,11.111111111111112,2000000.0,444.44444444444446,250000.0,55.55555555555556,,0,4.0,1.0,1.0,4.0,,,,,,,not applicable,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
25-34,Male,Tenant,7,Tertiary school,Salaried job,Piped water,100-500m,25 - 30,Twice per day,40000.0,1.0,2,1.0,"High cost of water, Limited daily supply",Yes,Administrator,Primary,Private,"500-1,000",Less than 50,1,Borehole / Well,150000.0,2-6 hours,No,"Water is expensive, Poor water quality, Limited storage facilities",2-3 times,1,2-3 times,Yes,Rarely (once in a while),No,,,,,,,250000.0,,,,,,,,,Not Applicable,"High Cost of safe water
Limited supply per day","Legal bodies concerned with water should ensure pipe water reaches every residential area as well as regulating prices.
Roads should be maintained in good conditions to make easy access for water trucks.
",The prices of safe water are high compared to salty borehole water.,27.5,2,"['High cost of water', 'Limited daily supply']",300.0,40000.0,8.88888888888889,150000.0,33.333333333333336,250000.0,55.55555555555556,,1,4.0,2.5,1.0,1.0,,,,,,,not applicable,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,-1
35-44,Male,Head of household,8,Tertiary school,Casual labour,River/Lake,More than 1km,25 - 30,Twice per day,100000.0,0.0,3,3.0,"High cost of water, Limited daily supply, Long distance to water source, Seasonal scarcity",No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,not applicable,Not Applicable,500000.0,Not Applicable,,,,,,,,Yes,Pharmacy,Private,Less than 50,Less than 20,Water tanker/truck,Unreliable,200000.0,A few times per week,Store water in tanks/containers,occasionally,"Patient hygiene (washing, bathing), Cleaning & sanitation",occasionally,Cleaning reduced/irregular,Always affected,significantly,Agree,"Lots of challenges are facing us, ranging from frequently falling ill from lack of proper sanitation services to major ones like closure of community facilities such as schools, reduced service in health facilities.
More often food production and consumption reduces too.
","To educate our population on the important of consuming clean water and making sure quantity matters over quality and where is possible to improve quality too,by prioritizing market based sanitation services.
Also to make sure the national government come up with policies that improve water services to all households and sanitation services beyond home such as schools and hospitals.
To educate all stakeholders in particular families to boil their water in case they could not afford water treatment items.",No,27.5,3,"['High cost of water', 'Limited daily supply', 'Long distance to water source', 'Seasonal scarcity']",1020.0,100000.0,22.222222222222225,500000.0,111.11111111111111,200000.0,44.44444444444445,,not applicable,,,,,0.0,2.0,3.0,1.0,2.0,2.0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
18-24,Male,Child,5,Tertiary school,Salaried job,Water Tank,More than 1km,30 - 70,Twice per day,60000.0,0.0,2,1.0,"High cost of water, Limited daily supply, Long distance to water source, Seasonal scarcity",Yes,Administrator,Secondary,NGO-supported,"1,001-2,000",50-100,1,Water tank,2000000.0,6-12 hours,Yes,"Water is expensive, Limited storage facilities",2-3 times,0,Rarely,Yes,A few times per month,No,,,,,,,250000.0,,,,,,,,,Not Applicable,"The main challenge we face is lack of access due to expensive prices, and lack of supply in some instances.",Make piped cheap water available,Not Provided,50.0,2,"['High cost of water', 'Limited daily supply', 'Long distance to water source', 'Seasonal scarcity']",1020.0,60000.0,13.333333333333334,2000000.0,444.44444444444446,250000.0,55.55555555555556,,1,9.0,,1.0,2.0,,,,,,,not applicable,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
60+,Male,Head of household,8,Tertiary school,Retired ,Water Tank,About 2.5 km,more than 120,Twice per day,100000150000.0,1.0,2,3.0,Water is life regardless of the cost,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,not applicable,Not Applicable,500000.0,Not Applicable,,,,,,,,No,,,,,,,250000.0,,,,,,,,,Not Applicable,Water by tankers are costly and doubted level of hygiene ,Is high time for JICA water network to reach each household. It will reduce cost and reliable in terms of hygiene ,Fourteen years of independence is an ample time to have connected each and every household to clean potable water,130.0,2,['Water is life regardless of the cost'],2500.0,100000150000.0,22222255.55555556,500000.0,111.11111111111111,250000.0,55.55555555555556,,not applicable,,,,,,,,,,,not applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1
18-24,Male,Relative,14,Tertiary school,Salaried job,Water Tank,100-500m,25 - 30,Once per day,1500.0,,2,3.0,High cost of water,Yes,Student,Secondary,Private,"1,001-2,000",50-100,1,Water tank,150000.0,2-6 hours,No,Poor water quality,2-3 times,0,never,Yes,A few times per month,No,,,,,,,250000.0,,,,,,,,,Not Applicable,High cost ,Using solar system to supply every household with tap water ,The water in Juba isn't safe. Poor hygiene by water tankers is one of the reasons we have water born diseases in Juba ,27.5,2,['High cost of water'],300.0,1500.0,0.3333333333333333,150000.0,33.333333333333336,250000.0,55.55555555555556,,1,4.0,0.0,1.0,2.0,,,,,,,not applicable,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
25-34,Male,Head of household,5,Tertiary school,Business,Borehole,Less than 100m,25 - 30,Twice per day,10000.0,,2,1.0,"High cost of water, Limited daily supply, Poor water quality",Yes,Teacher,Secondary,Private,"500-1,000",Less than 50,1,Water tank,50000.0,Less than 2 hours,Yes,"Water is expensive, Poor water quality, Limited storage facilities",2-3 times,1,More than 3 times,No,Rarely (once in a while),No,,,,,,,250000.0,,,,,,,,,Not Applicable,Limited water distribution ,Provide more clean and quality water sources,Volume of water supply should be increased ,27.5,2,"['High cost of water', 'Limited daily supply', 'Poor water quality']",100.0,10000.0,2.2222222222222223,50000.0,11.111111111111112,250000.0,55.55555555555556,,1,1.0,4.0,0.0,1.0,,,,,,,not applicable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
18-24,Male,Child,10,No formal education,Casual labour,Water Tank,More than 1km,25 - 30,Twice per day,30000.0,0.0,3,3.0,"High cost of water, Seasonal scarcity",Yes,Student,Secondary,Private,Less than 500,Less than 50,1,Water tank,1000000.0,Less than 2 hours,No,"Water is expensive, Limited storage facilities",2-3 times,0,Rarely,Yes,Daily,No,,,,,,,250000.0,,,,,,,,,Not Applicable,Poor infrastructures especially during the rainy season,Water need to be treated and piped to homes to avoid tanks stuck during rainy season and reduce cost for water,The quality of water treatment should be examined because a times there is too much chlorine in water ,27.5,3,"['High cost of water', 'Seasonal scarcity']",1020.0,30000.0,6.666666666666667,1000000.0,222.22222222222223,250000.0,55.55555555555556,,1,1.0,,1.0,7.0,,,,,,,not applicable,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1
25-34,Male,Head of household,4,Secondary School,Hustling ,Water Tank,3 km,71 - 100,Twice per day,100130.0,1.0,3,3.0,Road problems during rainy season.,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,not applicable,Not Applicable,500000.0,Not Applicable,,,,,,,,No,,,,,,,250000.0,,,,,,,,,Not Applicable,Cost of water and road problems ,By installing the water pipes everywhere ,Pipes line ,85.5,3,['Road problems during rainy season.'],3000.0,100130.0,22.25111111111111,500000.0,111.11111111111111,250000.0,55.55555555555556,,not applicable,,,,,,,,,,,not applicable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1
25-34,Male,Tenant,1,Tertiary school,Business,Borehole,100-500m,101 -120,Twice per day,50000.0,1.0,2,2.0,"High cost of water, Limited daily supply, Poor water quality",No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,not applicable,Not Applicable,500000.0,Not Applicable,,,,,,,,No,,,,,,,250000.0,,,,,,,,,Not Applicable,"Most water fit for drink for drinking in Juba comes from water refineries company, however purchasing them is not quite affordable considering a monthly expenses on water alone. While most people cant afford clean and potable water, only a select few have that capacity.",Pipe line inform of water supply system should be imitated ,"Water access is certainly is a major issue in Juba as a whole, not even mentioning the quality of water accessible to just an average citizen who works a civil servant job ",110.5,2,"['High cost of water', 'Limited daily supply', 'Poor water quality']",300.0,50000.0,11.111111111111112,500000.0,111.11111111111111,250000.0,55.55555555555556,,not applicable,,,,,,,,,,,not applicable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
18-24,Female,Relative,17,Tertiary school,Business,Water Tank,More than 1km,25 - 30,Twice per day,56000.0,1.0,3,3.0,High cost of water,Yes,Student,University/College,Public,"500-1,000",50-100,1,Water tank,1500000.0,2-6 hours,No,Water is expensive,2-3 times,1,Once,Yes,A few times per week,Yes,Hospital,Public/Government,50-100,20-50,Water tanker/truck,Moderately reliable,2000000.0,A few times per month,Buy water from vendors,Rarely,"Patient hygiene (washing, bathing)",occasionally,Toilets remain unclean,Always affected,slightly,Strongly agree,"It is costly 
Difficult to access 

",Constructing tap ,Nothing ,27.5,3,['High cost of water'],1020.0,56000.0,12.444444444444445,1500000.0,333.33333333333337,2000000.0,444.44444444444446,,1,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
25-34,Male,Relative,13,Secondary School,Business,Water Tank,More than 1km,30 - 70,Twice per day,72000.0,,2,2.0,Limited daily supply,Yes,Student,Secondary,Public,"500-1,000",Less than 50,2,Water tank,750000.0,6-12 hours,Maybe,Water is expensive,2-3 times,1,More than 3 times,Yes,A few times per week,No,,,,,,,250000.0,,,,,,,,,Not Applicable,"In shortage of water, mostly they who buy water with money they're suffering a lot sometimes, if there is no money for they sleeping without water for drinking and for bathing too and safe water for the community.","My suggestion is, I need government facilities to bring factories for water that will boil water such that all people in the community will drink safe water.","My suggestion is clear and straightforward to the community leaders, if there's company that have machines to dig hand pump or factory that will boil water and become clean,so all these community leader is his work to request machine for water.",50.0,2,['Limited daily supply'],1020.0,72000.0,16.0,750000.0,166.66666666666669,250000.0,55.55555555555556,,2,9.0,4.0,1.0,4.0,,,,,,,not applicable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
25-34,Male,Head of household,7,Secondary School,Farming,Water Tank,More than 1km,71 - 100,Twice per day,100000.0,,4,3.0,"High cost of water, Limited daily supply, Long distance to water source, Poor water quality, Seasonal scarcity",Yes,Administrator,Secondary,Private,"500-1,000",Less than 50,1,Water tank,500000.0,2-6 hours,No,"Water is expensive, Water is far from classrooms, Poor water quality, Limited storage facilities",2-3 times,1,2-3 times,Yes,A few times per week,No,,,,,,,250000.0,,,,,,,,,Not Applicable,High cost of clean water ,Government should subsides the cost,Water is life and the government should help citizens to access clean water.,85.5,4,"['High cost of water', 'Limited daily supply', 'Long distance to water source', 'Poor water quality', 'Seasonal scarcity']",1020.0,100000.0,22.222222222222225,500000.0,111.11111111111111,250000.0,55.55555555555556,,1,4.0,2.5,1.0,4.0,,,,,,,not applicable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
25-34,Male,Tenant,5,Tertiary school,Salaried job,Water Tank,More than 1km,25 - 30,Twice per day,46000.0,1.0,1,0.0,High cost of water,Yes,Student,University/College,Public,"More than 2,000",101-200,2,Water tank,300000.0,2-6 hours,No,Water is far from classrooms,Once,1,2-3 times,Yes,Rarely (once in a while),No,,,,,,,250000.0,,,,,,,,,Not Applicable,High cost,Lowering cost,No full supply of water,27.5,1,['High cost of water'],1020.0,46000.0,10.222222222222223,300000.0,66.66666666666667,250000.0,55.55555555555556,,2,4.0,2.5,1.0,1.0,,,,,,,not applicable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
18-24,Male,Head of household,7,Tertiary school,Casual labour,Water Tank,More than 1km,30 - 70,Twice per day,35000.0,1.0,1,1.0,Limited daily supply,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,not applicable,Not Applicable,500000.0,Not Applicable,,,,,,,,No,,,,,,,250000.0,,,,,,,,,Not Applicable,Delayed & long distance it is biggest issue ,The water taps in the whole city should be available in everyone home to avoid moving with water tank.,Thank your highly office and I'm much eager to build my capacity with you together,50.0,1,['Limited daily supply'],1020.0,35000.0,7.777777777777779,500000.0,111.11111111111111,250000.0,55.55555555555556,,not applicable,,,,,,,,,,,not applicable,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
25-34,Male,Relative,9,Secondary School,Business,Water Tank,More than 1km,30 - 70,Once per day,3000.0,0.0,3,3.0,High cost of water,Yes,Student,Secondary,Community-based,"500-1,000",Less than 50,1,Water tank,15000.0,2-6 hours,Yes,"Long queues, Water is expensive, Poor water quality, Limited storage facilities",2-3 times,none,2-3 times,Yes,A few times per week,No,,,,,,,250000.0,,,,,,,,,Not Applicable,"The main challenges are the high cost of water and unreliable supply. Sometimes water trucks delay or bring water that is not clean. Many households depend on vendors, and not everyone can afford to buy enough water every week.
","The government and NGOs should expand piped water systems, drill more boreholes, and ensure regular monitoring of water quality. Reducing the cost of water and improving storage facilities would also help many families and schools get safe and steady water supply.","During the dry season, water becomes very scarce, and many people use untreated sources. Some areas have water that tastes salty or has a bad smell. Community awareness about water treatment and hygiene could help prevent diseases.
",50.0,3,['High cost of water'],1020.0,3000.0,0.6666666666666667,15000.0,3.333333333333333,250000.0,55.55555555555556,,1,4.0,2.5,1.0,4.0,,,,,,,not applicable,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-1
25-34,Male,Child,8,Secondary School,Business,Water Tank,More than 1km,71 - 100,Twice per day,100000.0,,2,2.0,"High cost of water, Long distance to water source, Poor water quality",No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,not applicable,Not Applicable,500000.0,Not Applicable,,,,,,,,No,,,,,,,250000.0,,,,,,,,,Not Applicable,"High cost, scarcity of safe water sources ",Boreholes should be drilled in every area ,.,85.5,2,"['High cost of water', 'Long distance to water source', 'Poor water quality']",1020.0,100000.0,22.222222222222225,500000.0,111.11111111111111,250000.0,55.55555555555556,,not applicable,,,,,,,,,,,not applicable,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1
18-24,Male,Head of household,8,Secondary School,Casual labour,Water Tank,More than 1km,30 - 70,Once per day,56000.0,,3,3.0,"High cost of water, Long distance to water source, Poor water quality",Yes,Student,Secondary,NGO-supported,"500-1,000",Less than 50,1,Piped water,200000.0,2-6 hours,Yes,"Long queues, Water is far from classrooms, Poor water quality",2-3 times,1,Rarely,Yes,A few times per week,No,,,,,,,250000.0,,,,,,,,,Not Applicable,Poor road for water tank to reach our location made water expensive in our area ,Improve hygiene at the river side when fetching water ,Sure,50.0,3,"['High cost of water', 'Long distance to water source', 'Poor water quality']",1020.0,56000.0,12.444444444444445,200000.0,44.44444444444445,250000.0,55.55555555555556,,1,4.0,,1.0,4.0,,,,,,,not applicable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
18-24,Male,Head of household,3,Secondary School,Business,Water Tank,100-500m,30 - 70,Three or more times per day,70000.0,0.0,3,3.0,"High cost of water, Limited daily supply",Yes,Student,Secondary,Private,Less than 500,Less than 50,0,Borehole / Well,500000.0,2-6 hours,No,Long queues,2-3 times,none,2-3 times,Yes,A few times per week,No,,,,,,,250000.0,,,,,,,,,Not Applicable,No connected pipelines.,Building a Pipelines from the Nile to connect all the houses in Juba,The Nile Is Polluted.,50.0,3,"['High cost of water', 'Limited daily supply']",300.0,70000.0,15.555555555555555,500000.0,111.11111111111111,250000.0,55.55555555555556,,0,4.0,2.5,1.0,4.0,,,,,,,not applicable,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
35-44,Male,Head of household,12,Primary school,Salaried job,River/Lake,100-500m,71 - 100,Three or more times per day,0.0,1.0,0,3.0,Poor water quality,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,not applicable,Not Applicable,500000.0,Not Applicable,,,,,,,,No,,,,,,,250000.0,,,,,,,,,Not Applicable,I face assesibilit very too much ,Electronic water ,No,85.5,0,['Poor water quality'],300.0,0.0,0.0,500000.0,111.11111111111111,250000.0,55.55555555555556,,not applicable,,,,,,,,,,,not applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
25-34,Male,Child,12,Secondary School,Salaried job,Water Tank,More than 1km,101 -120,Once per day,98000.0,,3,3.0,"High cost of water, Long distance to water source, Poor water quality",Yes,Student,Secondary,Private,"500-1,000",Less than 50,0,Water tank,650000.0,More than 12 hours,No,"Water is far from classrooms, Poor water quality",Rarely,0,Rarely,Yes,A few times per week,No,,,,,,,250000.0,,,,,,,,,Not Applicable,"Suri-Kachipo tribe still depending on streams and rivers water as no schools, no hospitals and no clean water ","Improve water treatment 
Regulations and pricing policies on water Tanks 
Monitoring water quality 
Funding and sustainability in remote areas ","Yes. In Mewun,Suri-Kachipo, access to safe drinking water is still very limited. Most people depend on rivers, streams, or hand-dug wells, which are often not protected from contamination. During the dry season, these water sources sometimes dry up, forcing families especially women and children to walk long distances in search of water.

The water available is usually not treated, and people drink it directly, which causes diseases such as diarrhea, typhoid, and cholera. There are no regular water testing services or treatment facilities in the area.
During the rainy season, flooding and open defecation around water points make the situation worse, as runoff contaminates the water sources. People also lack proper containers for water storage and purification methods like chlorine or filters.

Despite these challenges, the community is very willing to participate in improving water access if given training and tools. With support for borehole repairs, rainwater harvesting, and hygiene education, safe water access in Mewun could greatly improve.
",110.5,3,"['High cost of water', 'Long distance to water source', 'Poor water quality']",1020.0,98000.0,21.77777777777778,650000.0,144.44444444444446,250000.0,55.55555555555556,,0,12.0,,1.0,4.0,,,,,,,not applicable,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,-1
25-34,Male,Spouse,14,Secondary School,Farming,Piped water,More than 1km,71 - 100,Twice per day,50000.0,0.0,3,3.0,"High cost of water, Long distance to water source, Poor water quality",No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,not applicable,Not Applicable,500000.0,Not Applicable,,,,,,,,No,,,,,,,250000.0,,,,,,,,,Not Applicable,"Water shortage,poor quality ",More tapes to be provided and proper treatment of water ,No,85.5,3,"['High cost of water', 'Long distance to water source', 'Poor water quality']",1020.0,50000.0,11.111111111111112,500000.0,111.11111111111111,250000.0,55.55555555555556,,not applicable,,,,,,,,,,,not applicable,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
18-24,Male,Relative,11,Secondary School,Salaried job,Water Tank,More than 1km,25 - 30,Twice per day,95000.0,,1,1.0,"High cost of water, Limited daily supply, Long distance to water source",Yes,Student,Secondary,Private,"500-1,000",50-100,1,Water tank,500000.0,More than 12 hours,Maybe,"Long queues, Water is expensive, Water is far from classrooms",More than 3 times,none,Rarely,Yes,A few times per week,No,,,,,,,250000.0,,,,,,,,,Not Applicable,"In my community, one of the biggest challenges is the limited availability of clean and safe drinking water. Many households rely on water delivered by trucks or collected from boreholes, which are often far away and sometimes contaminated. During the dry season, water becomes scarce, and prices rise, making it difficult for low-income families to afford. In some areas, water storage tanks are not properly maintained, leading to health risks such as waterborne diseases.","To improve access, the government and NGOs could invest in expanding the piped water network to reach more neighborhoods. Regular water quality testing and public awareness campaigns about water hygiene would also help prevent disease. Installing more community boreholes and providing affordable water purification systems, such as filters or chlorine tablets, could make a big difference. Additionally, better regulation of private water suppliers would ensure the water sold to the public meets safety standards.","In some parts of Juba; particularly sherikat where I reside and some other parts that I have never been, people still depend on the Nile River for daily water use, which exposes them to unsafe water sources. Efforts to improve water infrastructure should also focus on educating the community about safe storage and treatment methods at home. With the right investment and community involvement, it is possible to make safe drinking water accessible and affordable for everyone in Juba.
",27.5,1,"['High cost of water', 'Limited daily supply', 'Long distance to water source']",1020.0,95000.0,21.11111111111111,500000.0,111.11111111111111,250000.0,55.55555555555556,,1,12.0,,1.0,4.0,,,,,,,not applicable,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,-1
18-24,Female,Child,10,Secondary School,Salaried job,Water Tank,More than 1km,30 - 70,Once per day,15000.0,1.0,4,3.0,"High cost of water, Limited daily supply, Long distance to water source",Yes,Student,Secondary,Private,"1,001-2,000",50-100,1,Water tank,300000500000.0,2-6 hours,No,"Long queues, Poor water quality, Limited storage facilities",2-3 times,1,2-3 times,No,Rarely (once in a while),No,,,,,,,250000.0,,,,,,,,,Not Applicable,high cost,reduce the cost and provide tap water,no,50.0,4,"['High cost of water', 'Limited daily supply', 'Long distance to water source']",1020.0,15000.0,3.333333333333333,300000500000.0,66666777.77777778,250000.0,55.55555555555556,,1,4.0,2.5,0.0,1.0,,,,,,,not applicable,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
18-24,Male,Relative,9,Primary school,Business,Piped water,More than 1km,30 - 70,Twice per day,900000.0,1.0,1,3.0,High cost of water,Yes,Student,Secondary,Private,"More than 2,000",More than 200,2,Water tank,1.0,Always available,Yes,Water is far from classrooms,More than 3 times,1,More than 3 times,No,Rarely (once in a while),No,,,,,,,250000.0,,,,,,,,,Not Applicable,High cost of water ,Installation of pipeline to each every individual home ,Reduction of water cost for every individual to afford it ,50.0,1,['High cost of water'],1020.0,900000.0,200.0,1.0,0.0002222222222222,250000.0,55.55555555555556,,2,,4.0,0.0,1.0,,,,,,,not applicable,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
